title,year,certificate,runtime,genre,rating,image
Maa Oori Polimera,I 2021,A,138 min,Thriller            ,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJ1H6PmnC5scaY8hIKwgxxQ6spyhtcmawqrgEU5cCrRC_GkdWE7Wq7DDIegg&s
Purani Jeans,2014,UA,137 min,"Drama, Romance            ",7.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTmDEJUHi59Ntz8nvFD03OZW0xnCrBBok2Y2i4n8l13AtQSNYgBS2sF_CMLSp8&s
Vettai,2012,U,150 min,Action            ,7.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSywpnpHc-jy0mI6Isto50cXsTi6endbFZ8Mv2SdlyatgKQZad2sAATMd9QPw&s
Am Aha,2022,UA,127 min,"Comedy, Drama, Thriller            ",6.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRobeSzdVKz90acLGl7rbXQACtVIsnsaIbHjt8REvw2DcKDg0dfcwnYZtgTdw&s
Humble Politiciann Nograj,2022–,UA 16+,32 min,Comedy            ,4.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQN6mpHL5_5z7RnFeLvxU_bi971eFnIgKu3l6VxHmYEPXTkUZzZhwvgX5fYTg&s
Shankardada Zindabad,2007,U,152 min,Comedy            ,7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgcYkV9fPedYVTUxQMuto_-OLSiwJvNeHfrEdlnQ6W4-7lo3OkWZfK3yMzIzY&s
Banjara: The truck driver,2018,UA,131 min,"Drama, Romance            ",5.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTIrn5nA19WXyPY4wxONYrRlrGqRkAavIsZxYHXkAiakUoawu8sfVJde5HU&s
Secrets of Sinauli: Discovery of the Century,2021,Not Rated,56 min,"Documentary, History            ",3.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSzG6ECobUDEPu19iILRO-J_laKWa_fQIyeots70OrpUIyHXasbNqLH-lKMQA&s
Odela Railway Station,2022,A,120 min,"Action, Romance            ",5.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKKsJDZsxdSL5bA3rLcTBnSwbzVymcSiIDAZWvuUTioh4jr8Pl1B782Ykv2-4&s
Beyhadh,2016–2017,UA,22 min,"Drama, Romance, Thriller            ",4.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyuKr32WP2Q-56Kh_gGBtLSNBogM5PJxEg4kI5u1sOPgV-b8Q-_Vzma_QiIw&s
Om Namo Venkatesaya,2017,U,140 min,"Biography, Fantasy            ",3.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_6Kgu6hit4aS82ZP6tk2xlCJ7tWlTi893fM3aLl3aZyfZbAiPEH4pOBxCsg&s
Singam 3,2017,U,155 min,"Action, Crime, Thriller            ",8.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-3dosR8sw6vE_USIxb-Nbyt5SwMjkCmjF2O3ea2EzenkylSwZlo3OXyMiaw&s
Dev DD,2017–,A,24 min,"Drama, Romance            ",5.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTqYUDDSaYB41qJ5CwFW44jSRuHDwNfRqjMqlcEFG2JRCAyIhVs4VIRZ5TWKg&s
Ek Hi Raasta,1993,A,130 min,Action            ,6.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTEJVn4Ss4pwKnzA59-8sjU1iDwde-uB8qMg9vf2g-zWwKlnCG6Pw3ihMqfuQ&s
Chaavu Kaburu Challaga,2021,UA,137 min,Comedy            ,6.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRxAJ7WICouv07yo6mZrVFwIYikP5ciyMtajGTRTrExcWfW9z_gQoUcPCsaXA&s
Nagarahavu,2016,UA,142 min,Fantasy            ,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS97LE0Qh-d6h7nUtddvHSDn7iUO05GRaVvx4vb2sJavp-h55e6Q3oepwPdDw&s
Flyover,2021,U,120 min,Thriller            ,8.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSoZyko93VNBAbijsCuQDcII1OpBqWEr0xTFPOMLHtrYGXTwFfAvER3ccYQAQ&s
Veerey Ki Wedding,2018,UA,131 min,"Comedy, Romance            ",7.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSXQ14ivkETb7gqaX0UXkthkw7yKHBTd4Nr45rHle7U1uyrk6SJQAsnJww31Q&s
Ramji Londonwaley,2005,13,154 min,"Comedy, Drama, Family            ",5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS31R4q5JMmEMMZ47uxVSOKDKAKqEk5fuwOFmES-0jN65OBHv5mISy-JtsKYxc&s
Vaalu,2015,U,155 min,"Comedy, Romance            ",5.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSrah8SExQSRt20PZCu3-E3zJ2w5pHwT9vDjIjTvS_qZpd0dvYHhZIlDuUzFyo&s
Hoichoi Unlimited,2018,U,135 min,Drama            ,7.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTKKbE2P8BGoOCgJOYVCbVkJlrR1EKxZDhmHzGxi-T85P2rOugvjSY-w3FM-X4&s
Neecha Nagar,1946,U,122 min,Drama            ,5.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8faCfX5jLm7BpdkH7UMXbYoICeszROUCd7MShWMkMcaukvOoDWFbg69PgYg&s
Chhe: Six,2022,UA 16+,102 min,"Horror, Thriller            ",6.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcVKXPuFMwQSgo27qq9-mfRmZhcS7vs1OsfgHag-Lu9jQHXsmUk9CwZPTmKgU&s
Salim Langde Pe Mat Ro,1989,UA,111 min,"Crime, Drama            ",3.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRH47CFbQ533Xyst4SxzfZTs7Dxckfh3cS1xtWZnQskkWoVk2f1tXRyrJdNRY&s
Shri Datta Darshanam,1985,U,143 min,"Musical, Drama            ",3.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTbvujtwKG3Gylli4jnokyYSZh-dvfv8sPL2RLma18E5wwCH1_IqP9Joz6_Qw&s
Aaj Ka Goonda Raaj,1992,U,147 min,"Action, Thriller            ",6.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3miS77lrScB9iH8sKqyxDa0VpOor5lydX_GMBDuiinIsjLFPNtpAVhZ4lrRc&s
Aindhaam Thalaimurai Sidha Vaidhiya Sigamani,2014,U,150 min,Comedy            ,5.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyTwsp_QQQF6gBUiiwq-rHrTjSgXag60sBYxq-5KzXFR4Q89QHUqtadSvLXA&s
O.P.160/18 Kakshi: Amminippilla,2019,U,135 min,"Comedy, Drama, Family            ",7.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTKPZkULe5fskGGNdxJw7RdSjAUsSa9qmYvDQ6H7O7hDB6cRCEoHq9snPiddQ&s
Yamagola,1977,U,149 min,"Comedy, Fantasy, Romance            ",6.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQeO_FwWRYIKckiuGlyiQeKPXdXDcm7vOtVPGsfmtqGiPZh37sajoEuGy5IAg&s
Half Ticket,1962,U,168 min,"Musical, Comedy, Romance            ",4.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQr8upv8eGBfPC51R8qAwEybj6qboPBZPmMtiQ2WPV5p5me9iNJ28EWxWUETs&s
Tora Tora,2017,U,118 min,"Comedy, Family, Sci-Fi            ",3.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVcNX3fA9Kplr4IjA7GXW1FTIJAL96c0wstwtlXuOwpJhsYX9oXF9mzmC45A&s
Ghode Ko Jalebi Khilane Le Ja Riya Hoon,2019,A,121 min,Drama            ,6.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQGdmke1hFhuSY_OWeH_LCskVY4Z1RBcrn2KkcS8CSIlQ2t8PEWlZ1gN2urCU&s
Khawto,2016,A,140 min,Thriller            ,6.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSqUoxhRL_z820ozeybyTeatWOtE3cEIwQTsZO8WPsFFgORTgE7XMCFYnfTqFY&s
Veerapandiyapuram,2022,UA,119 min,"Action, Drama            ",7.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJXWPspWTIdX7hggKR1W1SS573VaASQpsGnJpjJ--SgO1ZcOcQOZGMGdfCHQ&s
Lamhaa: The Untold Story of Kashmir,2010,A,152 min,"Action, Drama, Thriller            ",7.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSBrfe2AddUVHiruHpogW5f1OR_7WIE2FRNMV6bD9cYjgFibvaub5_7Z-CEFag&s
Seethayanam,2022,U,135 min,"Drama, Thriller            ",6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRz8HeiFHcXEQmqrMm3mLsZSBk2K4YtBrH2zgPjU-lH7nOgfXecJfZmjuvLj9E&s
Girgit,2021–,A,25 min,"Crime, Mystery, Thriller            ",8.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxFnITf4NPWtTp09YeY6S8G5wPwH_m1RQ2rTNgte8a-wRu8dRxIsNE5i6dyw&s
Goli Soda,2014,U,111 min,"Action, Drama            ",9.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRGR1ihOiijGEGniEgIQKwMcmcaxhZi_0MCZftKob-gLQW8UIurI04eDgRHgQ&s
Made in Nalbari,2022,U,77 min,Drama            ,6.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjnecwARX_72VtBITKTy8bJYAuheQhI1Z6Gxn64rMmoIP6CXYndHvKYWXPs8o&s
Ninaithale Inikkum,1979,U,141 min,"Musical, Romance            ",6.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQYdkpEQvr9pDZmwXclM6wuHovqySTdbtj_eHLWFnJNlF4Gomv6r5iuDnWbFA&s
Holy-Water,2022,UA,24 min,"Short, Adventure            ",4.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTBHjttU8wM9324LtXWKWZTchXx7Nm69jpa7KQKjuHv4ZHh1slja2pIETiL&s
Aa Karaala Ratri,2018,UA,105 min,Thriller            ,7.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQrVWykGnNaD3Ld9iiUiejJXDA31NACww7zHmvSW7JVkZC0m9o749IqM6QoEA&s
Badla,1974,A,112 min,Thriller            ,4.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSMkQ9m74vHLigbztKlVNpkzd8G5s9LE36_MouEhTciY3AuUGiq0ffcoSshg5g&s
Chowka,2017,UA,178 min,"Drama, Romance            ",3.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdOYSRMCq_mmktM9AVvNFa42w2n5KS2S7YTRrqGHI0VURGGNmXlaB9R_tpMCo&s
Appathava Aattaya Pottutanga,2021,U,102 min,"Comedy, Drama            ",4.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStTHyC1n7lmiCTDc_N5mPAuVDuGIj_qqCrs82J-WGJlDqnOBu3GDRGzZjfTsI&s
Naiyaandi,2013,Not Rated,158 min,"Action, Comedy, Romance            ",7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTpAJ4GEluFtW8_BylLZrUou66UT-J5IuPpr2fg8JnqwbWzutxz9-_mwf5xCg&s
Varnyathil Aashanka,2017,U,137 min,Comedy            ,8.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT7jcvLgOjJR_rmCBk_p555YWxkbTPwtQ8SjC6mAWr7EN4zMf3re-PPLvhmUQ&s
Patel S.I.R,2017,UA,130 min,Action            ,4.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQcC-ALbgGbCbDBqEqeBBzybFgxMQE2LUen932qZuT0xs3yPYVlX00vin6aSnI&s
Searching for Sheela,2021,16,58 min,"Documentary, Biography, Crime            ",7.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwiqmkrgv4RAR03a4Ns2T2Q1qdP8_DSsUkesKXqG9glr_MBPYZGwHaWYW8cNk&s
Nedunalvaadai,2019,U,120 min,Drama            ,7.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQh6K2Fxu6hZuezkX1RPwxpKkqvE2tG3TL9fcnMux1pX8R4EOoD0qJp7mqBKw&s
Su Su Sudhi Vathmeekam,2015,U,132 min,Drama            ,8.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHIlB8VDr7XFmBaydpqigI44hNg26qvXlYdZkoKzHR5wIoYcwog7LTxi7RQNM&s
Nanu Ki Jaanu,2018,UA,133 min,"Comedy, Drama, Horror            ",5.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNy_ZsiVFrR10if-de9isIdNOk_xyHqNUyeOqsAuMUnGWufP_q1zoceuBPFG8&s
Aanchal,1980,U,138 min,"Action, Drama, Family            ",7.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ2boorWZO9xfEQTmSEF_OuCntIyi8UDPsorbRIaJkBj8I93UMnhwMKVszVZA&s
Kidaari,2016,UA,140 min,Action            ,6.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSC3JJ4duAWzm0_uyvfgyHYkSZmVketuMV5ZWP2u81pF0pfsrBNUDCwNUAcOtg&s
Nayeem Diaries,2021,A,140 min,Action            ,2.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDyY8wffcVVLLSTZXUx_Axhapv3FKTrDObJm3mbIb6dWgs9_zUOVlHBkwOKw&s
Ashta Chamma,2008,U,126 min,Comedy            ,7.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRKKLgx1KFLommLErmeZZP928yIPWdwVLcp1na6uEcGtbubU9TYRfX6NKYx_F0&s
Mithun,2018,UA,133 min,Romance            ,7.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSutxjgR50uu_WQpxkU73IshSNPhPJW6CjygIHlPy2UH6xdv6_0Jm6Fo8vX4Ak&s
Evening Shadows,2018,UA,102 min,Drama            ,7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQK_YK_fECu1RhOHKN1AeG3dc6gpfD3tyy4p0eRR_TgNQYPr609NoWXP0hyPw&s
Nadhi,2022,UA,140 min,Drama            ,6.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFDYFZBE-3xgRUwU-3OdK4l0QBzjHZkf1pvgzsVZYQXuGULEDCN-AhMztNDQ&s
Aadmi,1993,A,153 min,"Action, Crime, Drama            ",3.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSoX4QMDW3AwR2b7MTv2YW7q3_w1qMA0qsIvLCFPXs9mTKAOtbgWBfGsTy-eg&s
Prem Ya Paheli: Chandrakanta,2017–,UA,45 min,"Adventure, Romance, Thriller            ",6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ5c_G-zUxOk-lERHUHZt0vIHw60eQLvqK-BpHp8xhMqz97QLEmac2jh-yWeQ&s
Hawayein,2003,(Banned),176 min,"Drama, Romance            ",7.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQChl-MMOWy559UDXxI8Kh-Qwkdpkwpgun1RH16eCQHkcd03Gs5LO4ASt407g&s
FU: Friendship Unlimited,2017,UA,135 min,"Comedy, Family, Musical            ",4.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRfXlqQOuiptHn-WkcM2f22n1Op4eypj7IeLStVfjAvEStbbky1Z0qnPEEmEQ&s
Chameli Ki Shaadi,1986,U,136 min,"Comedy, Drama, Romance            ",4.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-JoK61buOFzWFlOcXZi38nDvmQfd3BaZck5PXHJYy1K3Cq-YDefSBO19prw&s
Thupparivaalan,2017,UA,151 min,"Action, Crime, Thriller            ",6.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDzr-36PQqqqRa3BJZcTIuimwb93eNOQqNPtA0SmrTlcbzyCKRXisqRJdMHw&s
Iyarkai,2003,U,142 min,"Drama, Romance            ",9.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAP5gz24IAu6ApSeTNMjQjhFs95laL5ctxVIMTqAcpSWXH4uEAVxVo-W-9JIs&s
Shu Thayu,2018,U,135 min,"Comedy, Drama            ",9.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQea4oV1178YpXEScdHD-BAyer3dnOzNrRKamOxwCDg3IeS0EIH9D02ReDl0v8&s
30 Rojullo Preminchadam Ela,2021,UA,143 min,"Fantasy, Romance            ",7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSuNSRAYzezVV4pbTG4qwKxEi9RYsdaZSJsnOXL6iSQOMxRNM8oaCoSIsNGCqo&s
Makal,2022,U,142 min,Drama            ,7.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSuu2LVbeLZlQDM2Qd8SmQuwu_eeWwq15kWEropBuQaFUdpyOZFjRM3zZp0xg&s
Classroom,2018,UA,151 min,Drama            ,6.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThgQr0nyXUr1N0reyPgQKhIJw_muqFPOOLIBOfLfxHpgWLqNGH21JtfjDUC1I&s
Akayla,1991,U,180 min,"Action, Drama, Thriller            ",4.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS4DfA1v7ok5ynO3FBdy9HMzvuptcUT4mFvCagFl4hB-wzH32A0Icj2YZ9F5w&s
Thikka,2016,UA,140 min,"Action, Comedy            ",4.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRKTZVY3FmKx9G8oneiRYgqswU8ErEt87dZUzTQ1J7BNOhkKbBcdfhC_FwtNgU&s
Sultan,1999,U,143 min,Family            ,6.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWt40yrWbzd_2GQxxb3Oexx-jARgitgGRM02rCMqtQ-vaOPUCrRIBLeth4v68&s
Home Minister,2022,UA,124 min,"Action, Drama            ",3.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSgv6glKvlaUF11kc-74fdgisgvaGzuMV8DRMOZnX-mMl8tKMfX79mxWcSKPw&s
Mukham,1990,Unrated,118 min,"Crime, Mystery, Thriller            ",5.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQVM7SIODLkkUFFCTMNlSyJi9mUxXaUl4AIpJFZUNCazR6_GlHquUO9eh4mJ00&s
Anjaneya,2003,UA,168 min,"Action, Crime, Drama            ",7.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTIuhH7jCLvUyxzc_45885T7RFVGKeN-AGqTpHIbqw34XJCBegrAFkYhrM6HuI&s
Sashi,2021,UA,130 min,Romance            ,5.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTseNrglkrydkRan-02JVP1w8GFa58CEzUv0aajUt6bZJq76Xzq07oQLutdQA&s
Narasimha Naidu,2001,A,161 min,"Action, Drama            ",9.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRMaqwCdYSbISPrahdbuZm3v187tugzHHGqphOSrBDz-rIK9bpE44Vd7eYKe60&s
Main Teri Parchhain Hoon,2008–2009,Not Rated,20 min,Drama            ,5.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTMKLLAjFAeAE91g7fO-9k_cgn5Cl8Qo10Bgr47WXvWOT8vQyHiE6K0t8H1A&s
Daivame Kaithozham K. Kumarakanam,2018,U,150 min,Comedy            ,6.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAtbGcrPeTt04D8LK8S2YRBgHVxO7P3ck_T90V8HzbQtxrVWtDAgNY6IKP8A&s
Ayee Milan Ki Bela,1964,U,146 min,"Drama, Romance            ",7.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTmRMBCB6RDzl1Ld0QgkApC1Jehhb64RvuK2blTs5HutOFxy0KGes1Dv9o7Vw&s
Bismillah,2022,U,156 min,"Drama, Music            ",6.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSuLNmajADC8ZkTwtODBg1vqm6p8SayI-HoouhIHYGsXSXI3Jn4ZsZBq9oQFww&s
Khaidi No. 786,1988,U,144 min,"Action, Drama, Romance            ",7.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ8pRjRYQZp43cEotrbHjZUzEayOU2foxDIy3rF8vSGg6Xy6x6QvCYj35KUvEY&s
Sweater,I 2019,U,118 min,Drama            ,8.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-gUwA0mMz0mADk99Av_Qeyo2ASSe-1mwILo1HjUER0ioFTdqqekKy6sWx3g&s
Kalisundam Raa,2000,U,156 min,Drama            ,4.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSt0BCcIqz6KGm1-lyQyF-DLyHTi-RjQlxnWKhyeY6SyuY5CM1fqgbpPpphAOE&s
Ap04ramapuram,2022,UA,144 min,Thriller            ,7.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlbHWOcKoR2b2EgTraB6CFk9nBRRv884yirlxgTzT7M2nVTi066dicwC3UOGg&s
Khaad,2014,A,140 min,Adventure            ,8.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTI4k0qo8G6muzkxKxbCNxGPQK0f66Lgw4YzZHnGf2Ca93SHCEk17zzB2-gpDQ&s
Ram Asur,2021,UA,122 min,Action            ,8.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2ZDb9pcw_3vF_jybv4loYyGOmtc3em9LubTK6OeshkMVa0bFBelrBQPDNleo&s
In Custody,1994,U,126 min,"Comedy, Drama            ",7.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQka62UvxU5dvsxBzfytbdUh6g8k9-7vL_cq8UDn_-fws_rlUK3EsSYP9zZQw&s
Thakshak,1999,A,163 min,"Action, Crime, Drama            ",7.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-wA429JlFhEA2x4JVePUoF4236A7EWlhizfX3P_r5zKh14bwJxV_Q6vywlJI&s
Phaansi,1978,U,141 min,"Action, Drama            ",6.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRxCRqkdkrA_ZoYAljo0oTHSibjpvz98emfSbm5mrJjKCCn_c2rtyvnt0kTC6E&s
Ek Daav Dhobhipachhad,2008,U,146 min,Comedy            ,4.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSueVskAZaGwxWrKDd5gzMfZT6tIDb13tYrdhzx5zeMYYsYKwWfzHPy1SDxAQ&s
Ashi Hi Aashiqui,2019,UA,133 min,Romance            ,5.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcST5gnDGu7u1rDofH-XjG8GGL3t2T3zkGE6uhhwB53gQzabdTacd7iCg4keCg&s
Mail,2021,U,116 min,Drama            ,6.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSP66787UYPIlgi84DlU273uv_0mctzlDbEzZjpqwnnBQvjI-k_YghNeMuiRQ&s
Aakashaganga II,2019,UA,142 min,Horror            ,2.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRslatrWGdv_XWVUKiENtoLQFJCTB9mfUqCTtsSpDk9nUyfuwEQkAuCCJyfEqc&s
12 B,2001,U,150 min,"Drama, Fantasy, Romance            ",7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTqV1Wo6eEeiSwevwUy2ozeYmDaUZtfaNDGN3t8TObWZ0b4PLmdLVDXZyZILQ&s
Hara Hara Mahadevaki,2017,A,140 min,"Comedy, Romance            ",7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSgeX_la5GhIrfEoN175H71hiTpHVAkRKivJBkpvJWP2JEQZb-ViSN1S1Xt4e8&s
Mahal,1970,U,147 min,"Crime, Mystery, Romance            ",4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS50T2Ug2dUznPMncEza5NYsiarFWXShx6868UbjGby-2BoUrzYkCtKAcVH9d8&s
Lines,2021,U,77 min,Drama            ,6.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ4j0GwVIdzwsdDlitwf5DTD47bg5qqwgWW3nmwnZgtsD_-mqw9djL5c66uJA&s
Kodiveeran,2017,UA,155 min,"Action, Drama            ",6.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHXniKgpXVTtDNQHRrRnC1zXvChEZEV7n87flFo0b92FH-6BBjQjjSjXeslnA&s
Jekhane Bhooter Bhoy,2012,U,94 min,Adventure            ,4.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSTudcaBoMdqP0Y9KILx8u4oGWUeCxfeB5rf0tg3flGFE1SoE-MelfflqMYw&s
Udumb,2021,UA,106 min,Thriller            ,6.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKjCFa9V5-4tGVV5SRfrQurLF_czBChew7iDLKeLfcCwpGjWWWN2EKwnTCOCE&s
Johnny Johnny Yes Papa,2018,UA,151 min,Comedy            ,7.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTu7x1rfXoJ6irInxMiCPvVLEmeckMxMdN_gJ-TXyRup5cthv8sEm_Ag0L0kw&s
Vanyam,2016,A,93 min,"Crime, Drama            ",3.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRtGipc9dM8IlBE8irm-SK3AgRl3VC42oN80Yhx-xJHK60DTH1Xg57XKXgukls&s
The Last Lear,2007,UA,130 min,Drama            ,8.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSuMgQ6YxpPApnqvfhsH7aKVjdVWmpvqj2KglaMGtef1RoHCxgspY81CPrVBA&s
Ravana Lanka,2021,UA,97 min,"Action, Crime, Thriller            ",6.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ4bryxcbmfBW6GKvzPgEkXTh0yVp3evIjqqJKyqec2mYFs26hnVqWpNN2PVHk&s
Kalavani,2010,U,144 min,Comedy            ,7.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWv5VPHYqxvMJU50s2NLPKuedacB8-j8USifse9gnQix5ecIdFD8bcwdjHFA&s
College Kumar,2017,U,141 min,Comedy            ,5.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQUKy2Wpk6ZZCnWXHjJKN1KvfDUjcKnq8NeKhehEtCzHeVH64v1TytHHoAIdQc&s
Dil Diya Hai,2006,A,121 min,"Drama, Romance, Thriller            ",6.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR0rY1c2DGPBrYwrVgNNQKLgjSCwAXANTWNkPbUqocJ7P8yslvln681vRQ5Pg&s
Jhilli (Discards),2021,A,93 min,Drama            ,7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTrgWQyQg2b7Fdx6SUsPEehb6wWfiC76xxxMLdNxyC6lXMkA9CtOT4V4wx1JXc&s
